,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),Outlier,Latitude,Longitude,Address,City,State,ZipCode
2207,24710,2015,NonResidential,Other,F & O Inc,Greater Duwamish,1909,1.0,4.0,44775,0,44775,Other,Other,44775.0,,,,,,,20.2,44.2,906103.0,0.0,492666.0,413457.0,0.0,25.39,0.52,, 47.5934118, -122.33413629, 1020 1St Ave S, Seattle, WA,98134
2134,24710,2016,NonResidential,Other,1020 Building,Greater Duwamish,1909,1.0,4.0,44775,0,44775,Other,Other,44775.0,,,,,,,21.20000076,43.09999847,950695.625,0.0,446650.0,504046.0,0.0,29.88,0.67,,47.59347,-122.33369,1020 1St Ave S,Seattle,WA,98134
2208,24711,2015,NonResidential,Small- and Mid-Sized Office,Heartwood/Fobes 558,Downtown,1910,1.0,5.0,32250,0,32250,Office,Office,32250.0,,,,,,91.0,24.4,68.4,788027.0,0.0,659909.0,128145.0,0.0,11.41,0.27,, 47.59648755, -122.3336611, 558 1St Ave S, Seattle, WA,98134
2168,24711,2016,NonResidential,Small- and Mid-Sized Office,Fobes Building - 558,Downtown,1910,1.0,5.0,32250,0,32250,Office,Office,32250.0,,,,,,92.0,24.70000076,69.19999695,796042.375,0.0,668479.0,127563.0,0.0,11.44,0.35,,47.59657,-122.33394,558 1St Avenue South,Seattle,WA,98104
2209,24712,2015,NonResidential,Small- and Mid-Sized Office,Heartwood/Fobes 562,Downtown,1909,1.0,7.0,36000,0,36000,Office,Office,31500.0,,,,,,47.0,48.4,151.9,1523508.0,0.0,1523571.0,0.0,0.0,10.62,0.11,, 47.59648755, -122.3336611, 562 1St Ave S, Seattle, WA,98134
2186,24712,2016,NonResidential,Small- and Mid-Sized Office,Fobes Building - 562,Downtown,1909,1.0,7.0,36000,0,36000,Office,Office,31500.0,,,,,,40.0,53.40000153,167.6999969,1682454.875,0.0,1682455.0,0.0,0.0,11.73,0.33,,47.59639,-122.33368,562 1St Avenue South,Seattle,WA,98104
2210,24714,2015,NonResidential,Non-Refrigerated Warehouse,Great Floors,Greater Duwamish,1938,1.0,2.0,41276,0,41276,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,24300.0,Retail Store,13284.0,Office,3692.0,,,50.0,93.7,2062419.0,0.0,814899.0,1247554.0,0.0,71.94,1.66,, 47.59123042, -122.3348144, 1251 1St Ave S, Seattle, WA,98134
2187,24714,2016,NonResidential,Warehouse,Great Floors,Greater Duwamish,1938,1.0,2.0,41276,0,41276,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,24300.0,Retail Store,13284.0,Office,3692.0,,,60.59999847,103.4000015,2502081.0,0.0,786001.0,1716080.0,0.0,96.62,2.34,,47.59081,-122.33487,1251 1St Ave S,Seattle,WA,98111
2211,24716,2015,NonResidential,Refrigerated Warehouse,Pacific Commercial,Greater Duwamish,1937,1.0,2.0,24430,0,24430,"Other, Refrigerated Warehouse",Refrigerated Warehouse,15667.0,Other,8690.0,,,,,53.3,137.5,1297872.0,0.0,950004.0,347908.0,0.0,25.1,0.86,, 47.5899297, -122.3354831, 85 S Atlantic St, Seattle, WA,98134
2188,24716,2016,NonResidential,Refrigerated Warehouse,Pacific Commercial,Greater Duwamish,1937,1.0,2.0,24430,0,24430,"Other, Refrigerated Warehouse",Refrigerated Warehouse,15667.0,Other,8690.0,,,,,50.59999847,131.0,1232822.875,0.0,907206.0,325617.0,0.0,23.62,0.97,,47.58999,-122.33539,85 South Atlantic St.,Seattle,WA,98134
2212,24717,2015,NonResidential,Other,1701 1St Ave S,Greater Duwamish,1910,1.0,3.0,27690,0,27690,"Other, Parking",Other,24717.0,Parking,0.0,,,,,0.7,2.2,17150.0,0.0,17150.0,0.0,0.0,0.12,0.0,, 47.58787647, -122.3345773, 1701 1St Ave S, Seattle, WA,98134
2213,24720,2015,NonResidential,Small- and Mid-Sized Office,Guardian Security Systems,Greater Duwamish,1927,1.0,1.0,22580,0,22580,Office,Office,22580.0,,,,,,90.0,42.0,123.5,948975.0,0.0,857989.0,91022.0,0.0,10.82,0.32,, 47.58685684, -122.33470154, 1743 1St Ave S, Seattle, WA,98134
2190,24720,2016,NonResidential,Small- and Mid-Sized Office,Guardian Security Systems,Greater Duwamish,1927,1.0,1.0,22580,0,22580,Office,Office,22580.0,,,,,,90.0,41.09999847,122.8000031,928584.875,0.0,859792.0,68793.0,0.0,9.65,0.43,,47.58686,-122.33469,1743 1St Ave S,Seattle,WA,98134
2215,24725,2015,NonResidential,Non-Refrigerated Warehouse,Curtain Mfg,Central,1926,1.0,1.0,20000,0,20000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,20000.0,,,,,,30.0,27.7,41.0,554528.0,0.0,114189.0,440344.0,0.0,24.18,1.18,, 47.60201243, -122.3164416, 104 12Th Ave, Seattle, WA,98122
2192,24725,2016,NonResidential,Warehouse,Seattle Curtain Mfg Co,Central,1926,1.0,1.0,20000,0,20000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,20000.0,,,,,,18.0,37.20000076,52.5,743528.125,0.0,129264.0,614264.0,0.0,33.52,1.68,,47.60192,-122.31641,104 Twelfth Avenue,Seattle,WA,98122
2216,24726,2015,NonResidential,Non-Refrigerated Warehouse,Archives And Records Warehouse - King County,Central,1954,1.0,1.0,42000,0,42000,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,38000.0,Office,4000.0,,,,,48.4,81.2,2034884.0,0.0,608905.0,1426004.0,0.0,79.98,1.84,, 47.60234022, -122.3159603, 1215 E Fir St, Seattle, WA,98122
2193,24726,2016,NonResidential,Warehouse,"Archives, Records And Elections Warehouse",Central,1954,1.0,1.0,42000,0,42000,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,38000.0,Office,4000.0,,,,,49.29999924,81.80000305,2070005.625,0.0,604078.0,1465928.0,0.0,82.07,1.95,,47.60224,-122.31529,1215 E Fir St,Seattle,WA,98122
2223,24758,2015,NonResidential,"Self-Storage Facility
",Warehouse,Central,1962,1.0,1.0,24248,0,24248,"Parking, Self-Storage Facility",Self-Storage Facility,21018.0,Parking,3230.0,,,,,5.2,16.2,108795.0,0.0,108258.0,542.0,0.0,0.78,0.01,, 47.61246498, -122.3162959, 1120 12Th Ave, Seattle, WA,98122
2199,24758,2016,NonResidential,Self-Storage Facility,Trw Building,Central,1962,1.0,1.0,24248,0,24248,"Parking, Self-Storage Facility",Self-Storage Facility,21018.0,Parking,3230.0,,,,,5.300000191,16.70000076,111969.7031,0.0,111750.0,220.0,0.0,0.79,0.03,,47.61234,-122.31628,1120 12Th Ave,Seattle,WA,98122
2226,24769,2015,NonResidential,Senior Care Community,Aljoya Thornton Place,North,2009,1.0,6.0,244500,64725,179775,Senior Care Community,Senior Care Community,244500.0,,,,,,99.0,48.2,108.7,11788719.0,0.0,6795266.0,4993733.0,0.0,312.59,1.16,, 47.70175841, -122.3235891, 10001 5Th Ave Ne, Seattle, WA,98125
2202,24769,2016,NonResidential,Senior Care Community,Aljoya Thornton Place,North,2009,1.0,6.0,244500,0,244500,Senior Care Community,Senior Care Community,244500.0,,,,,,100.0,45.09999847,101.5,11019641.0,0.0,6338614.0,4681026.0,0.0,292.8,1.2,,47.70178,-122.32352,450 Ne 100Th St,Seattle,WA,98133
2229,24778,2015,NonResidential,Non-Refrigerated Warehouse,5055 Properties Llc,Greater Duwamish,1932,1.0,1.0,24617,0,24617,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22763.0,,,,,,98.0,4.1,13.0,94186.0,0.0,94189.0,0.0,0.0,0.66,0.01,, 47.55624882, -122.3389888, 5055 E Marginal Way S, Seattle, WA,98134
2205,24778,2016,NonResidential,Warehouse,5055 Properties Llc (Id24778),Greater Duwamish,1932,1.0,1.0,24617,0,24617,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22752.0,,,,,,,4.699999809,14.80000019,106918.0,0.0,106918.0,0.0,0.0,0.75,0.03,,47.55608,-122.3388,5055 E Marginal Way S,Seattle,WA,98134
2206,24780,2016,NonResidential,Other,Mckinstry Sea - 210 S Hudson Innovation Center,Greater Duwamish,2009,1.0,3.0,127065,84710,42355,"Office, Parking",Parking,84710.0,Office,42355.0,,,,,76.59999847,240.6000061,3245111.5,0.0,3245111.0,0.0,0.0,22.62,0.18,,47.55768,-122.33137,210 S Hudson St,Seattle,WA,98134
2231,24781,2015,NonResidential,Retail Store,Grainger,Greater Duwamish,1964,1.0,1.0,37247,0,37247,,,,,,,,,74.0,44.2,86.8,1645030.0,0.0,720248.0,924812.0,0.0,54.14,1.37,, 47.55772248, -122.3303053, 4930 3Rd Ave S, Seattle, WA,98134
2207,24781,2016,NonResidential,Retail Store,Grainger Branch 756,Greater Duwamish,1964,1.0,1.0,37247,0,37247,Retail Store,Retail Store,37247.0,,,,,,69.0,46.90000153,91.30000305,1748644.5,0.0,747998.0,1000646.0,0.0,58.36,1.57,,47.55772,-122.33017,4930 3Rd Ave S,Seattle,WA,98134
2236,24803,2015,NonResidential,Retail Store,Jg Crown Hill Llc,Ballard,1993,1.0,1.0,25384,0,25384,Retail Store,Retail Store,23468.0,,,,,,16.0,105.8,274.1,2483099.0,0.0,1830624.0,652551.0,0.0,47.42,1.56,, 47.69291203, -122.375885, 8700 15Th Ave Nw, Seattle, WA,98117
2212,24803,2016,NonResidential,Retail Store,"Jg Crown Hill, Llc",Ballard,1993,1.0,1.0,25384,0,25384,Retail Store,Retail Store,23468.0,,,,,,11.0,129.0,296.7999878,3027867.5,0.0,1811508.0,1216359.0,0.0,77.23,3.04,,47.69274,-122.37602,8700 15Th Ave Nw,Seattle,WA,98117
2238,24822,2015,NonResidential,Small- and Mid-Sized Office,1943 First Ave Building,Greater Duwamish,1910,1.0,3.0,49052,0,49052,"Office, Retail Store",Office,32393.0,Retail Store,10057.0,,,,90.0,43.9,137.8,1863468.0,0.0,1863545.0,0.0,0.0,12.99,0.1,, 47.58462143, -122.33470154, 1943 1St Ave S, Seattle, WA,98134
2214,24822,2016,NonResidential,Small- and Mid-Sized Office,1943 First Avenue,Greater Duwamish,1910,1.0,3.0,49052,0,49052,"Office, Retail Store",Office,32393.0,Retail Store,10057.0,,,,96.0,34.0,106.5999985,1441445.625,0.0,1441445.0,0.0,0.0,10.05,0.2,,47.58462,-122.3347,1943 1St Avenue South,Seattle,WA,98134
2239,24823,2015,NonResidential,Non-Refrigerated Warehouse,Millwork Supply Co,Greater Duwamish,1900,1.0,2.0,52110,0,52110,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32000.0,,,,,,48.0,12.6,21.8,402136.0,0.0,131859.0,270282.0,0.0,15.27,0.28,, 47.58319154, -122.3347027, 2225 1St Ave S, Seattle, WA,98134
2215,24823,2016,NonResidential,Warehouse,Millwork Supply,Greater Duwamish,1900,1.0,2.0,52110,0,52110,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32000.0,,,,,,34.0,18.29999924,27.70000076,586589.1875,0.0,130124.0,456465.0,0.0,25.15,0.48,,47.58318,-122.3347,2225 1St Ave S,Seattle,WA,98134
2240,24825,2015,NonResidential,Non-Refrigerated Warehouse,2233 First Ave S,Greater Duwamish,1910,1.0,2.0,20970,0,20970,,,,,,,,,67.0,14.5,34.5,304982.0,0.0,193313.0,111677.0,0.0,7.28,0.31,, 47.58293152, -122.334685, 2233 1St Ave S, Seattle, WA,98134
2241,24830,2015,NonResidential,Small- and Mid-Sized Office,Sodo Commerce Building,Greater Duwamish,1937,1.0,2.0,39036,0,39036,"Office, Other",Office,27636.0,Other,13611.0,,,,,34.9,81.4,1437569.0,0.0,884509.0,553097.0,0.0,35.54,0.81,, 47.57594454, -122.3362391, 66 S Hanford St, Seattle, WA,98134
2217,24830,2016,NonResidential,Small- and Mid-Sized Office,Sodo Commerce Building,Greater Duwamish,1937,1.0,2.0,39036,0,39036,"Office, Other",Office,27636.0,Other,13611.0,,,,,37.09999847,84.90000153,1528295.75,0.0,908543.0,619753.0,0.0,39.25,1.01,,47.57595,-122.33624,66 Hanford St,Seattle,WA,98134
2242,24840,2015,NonResidential,Small- and Mid-Sized Office,K.R. Trigger Bldg,Greater Duwamish,1923,1.0,1.0,26310,0,26310,"Non-Refrigerated Warehouse, Office, Social/Meeting Hall",Office,24000.0,Non-Refrigerated Warehouse,8874.0,Social/Meeting Hall,1000.0,,93.0,22.6,62.7,764906.0,0.0,631733.0,133199.0,0.0,11.48,0.33,, 47.57526209, -122.3347213, 3201 1St Ave S, Seattle, WA,98134
2218,24840,2016,NonResidential,Small- and Mid-Sized Office,Kr Trigger Building,Greater Duwamish,1923,1.0,1.0,26310,0,26310,"Non-Refrigerated Warehouse, Office, Social/Meeting Hall",Office,24000.0,Non-Refrigerated Warehouse,8874.0,Social/Meeting Hall,1000.0,,96.0,22.79999924,58.70000076,771512.6875,0.0,563096.0,208417.0,0.0,14.99,0.57,,47.57529,-122.33475,3201 1St Ave S,Seattle,WA,98134
2246,24857,2015,NonResidential,Retail Store,Empire Center,Southeast,1966,1.0,1.0,37883,0,37883,"Retail Store, Supermarket/Grocery Store",Retail Store,28734.0,Supermarket/Grocery Store,24813.0,,,,93.0,197.8,415.5,10591549.0,0.0,5323739.0,5268029.0,0.0,316.9,7.76,, 47.54739468, -122.2848571, 6032 Martin Luther King Jr Way S, Seattle, WA,98118
2222,24857,2016,NonResidential,Retail Store,(Id24857) Empire Center,Southeast,1966,1.0,1.0,37883,0,37883,"Retail Store, Supermarket/Grocery Store",Retail Store,28734.0,Supermarket/Grocery Store,24813.0,,,,88.0,232.1999969,453.0,12434593.0,0.0,5359975.0,7074617.0,0.0,413.1,10.9,,47.54723,-122.28455,6032 M L King Jr Way S,Seattle,WA,98118
2249,24862,2015,NonResidential,K-12 School,Our Lady Of Guadalupe School,Delridge,1962,1.0,3.0,29874,0,29874,K-12 School,K-12 School,31375.0,,,,,,95.0,38.8,60.5,1216543.0,0.0,296597.0,919958.0,0.0,50.93,1.66,, 47.53888005, -122.3755891, 3401 Sw Myrtle St, Seattle, WA,98126
2225,24862,2016,NonResidential,K-12 School,Our Lady Of Guadalupe School,Delridge,1962,1.0,3.0,29874,0,29874,K-12 School,K-12 School,31375.0,,,,,,95.0,40.59999847,62.0,1274049.75,0.0,290239.0,983811.0,0.0,54.27,1.82,,47.53887,-122.37564,3401 Sw Myrtle St.,Seattle,WA,98126
2251,24868,2015,NonResidential,Worship Facility,Jesus Christ Latter Day Saints,Magnolia / Queen Anne,1965,1.0,1.0,20140,0,20140,"Parking, Worship Facility",Worship Facility,22000.0,Parking,0.0,,,,34.0,46.0,60.2,1011399.0,0.0,125848.0,885556.0,0.0,47.91,2.35,, 47.64000193, -122.3973945, 2401 31St Ave W, Seattle, WA,98199
2227,24868,2016,NonResidential,Worship Facility,Magnolia,Magnolia / Queen Anne,1965,1.0,1.0,20140,0,20140,"Parking, Worship Facility",Worship Facility,22000.0,Parking,0.0,,,,35.0,45.09999847,59.0,992794.6875,0.0,122390.0,870405.0,0.0,47.08,2.34,,47.64,-122.39743,2415 31St Ave,Seattle,WA,98199
2252,24876,2015,NonResidential,"Self-Storage Facility
",Greenwood Self Service Storage,Northwest,1990,1.0,2.0,71874,31389,40485,Self-Storage Facility,Self-Storage Facility,71874.0,,,,,,,15.2,28.9,1094622.0,0.0,445530.0,649110.0,0.0,37.58,0.5,, 47.70276573, -122.3562714, 10113 Greenwood Ave N, Seattle, WA,98133
2228,24876,2016,NonResidential,Self-Storage Facility,Greenwood Self Service Storage,Northwest,1990,1.0,2.0,71874,31389,40485,Self-Storage Facility,Self-Storage Facility,71874.0,,,,,,,17.29999924,31.39999962,1242811.75,0.0,455972.0,786840.0,0.0,44.97,0.63,,47.70281,-122.35623,10115 Greenwood Ave N.,Seattle,WA,98133
2255,24886,2015,NonResidential,Small- and Mid-Sized Office,Rcc,Central,1971,1.0,2.0,39953,0,39953,Office,Office,30100.0,,,,,,92.0,51.6,136.3,1552645.0,0.0,1182519.0,370175.0,0.0,27.9,0.57,, 47.60120669, -122.301603, 100 23Rd Ave S, Seattle, WA,98144
2231,24886,2016,NonResidential,Small- and Mid-Sized Office,Rcc,Central,1971,1.0,2.0,39953,0,39953,Office,Office,30100.0,,,,,,93.0,50.09999847,131.0,1508561.875,0.0,1128549.0,380013.0,0.0,28.05,0.7,,47.60104,-122.30155,100 23Rd Ave S,Seattle,WA,98144
2258,24893,2015,NonResidential,Retail Store,Promenade North 1,Central,1998,1.0,2.0,21200,0,21200,,,,,,,,,13.0,81.5,256.1,1728794.0,0.0,1728866.0,0.0,0.0,12.05,0.22,, 47.6000464, -122.301695, 306 23Rd Ave S, Seattle, WA,98144
2234,24893,2016,NonResidential,Retail Store,Promenade North 1,Central,1998,1.0,2.0,21200,0,21200,"Office, Retail Store",Retail Store,14168.0,Office,7032.0,,,,15.0,79.09999847,248.3000031,1676426.5,0.0,1676426.0,0.0,0.0,11.69,0.55,,47.60009,-122.3017,306 23Rd Ave S,Seattle,WA,98144
2259,24895,2015,NonResidential,Supermarket/Grocery Store,Promenade South 1,Central,1980,1.0,1.0,30630,0,30630,,,,,,,,,27.0,210.5,632.0,6507500.0,0.0,6079188.0,428565.0,0.0,65.14,1.27,, 47.59845416, -122.300978, 2309 S Jackson St, Seattle, WA,98144
2235,24895,2016,NonResidential,Supermarket / Grocery Store,Promenade South 1,Central,1980,1.0,1.0,30630,0,30630,"Other, Supermarket/Grocery Store",Supermarket/Grocery Store,28470.0,Other,2442.0,,,,27.0,196.0,615.4000244,6058494.0,0.0,6058493.0,0.0,0.0,42.24,1.38,,47.59881,-122.30189,2309 S Jackson St,Seattle,WA,98144
2260,24896,2015,NonResidential,Retail Store,Promenade South 2,Central,1980,1.0,2.0,23421,0,23421,,,,,,,,,22.0,83.9,263.6,1966028.0,0.0,1966109.0,0.0,0.0,13.71,0.22,, 47.59845416, -122.300978, 2309 S Jackson St, Seattle, WA,98144
2236,24896,2016,NonResidential,Retail Store,Promenade South 2,Central,1980,1.0,2.0,23421,0,23421,"Bank Branch, Retail Store",Retail Store,19271.0,Bank Branch,4150.0,,,,25.0,81.0,254.3000031,1896626.375,0.0,1896626.0,0.0,0.0,13.22,0.56,,47.59881,-122.30189,2309 S Jackson St,Seattle,WA,98144
2262,24904,2015,NonResidential,Mixed Use Property,Retail,Magnolia / Queen Anne,1928,1.0,2.0,23000,0,23000,,,,,,,,,,25.9,56.9,595839.0,0.0,326420.0,269432.0,0.0,16.59,0.66,, 47.63452966, -122.3757569, 1630 15Th Ave W, Seattle, WA,98119
2264,24908,2015,SPS-District K-12,K-12 School,Salmon Bay Elementary (Sps-District),Ballard,1931,1.0,3.0,117116,0,117116,K-12 School,K-12 School,117116.0,,,,,,84.0,39.9,59.7,4677797.0,0.0,992537.0,3685300.0,0.0,202.65,1.69,, 47.6766635, -122.3805141, 1810 Nw 65Th St, Seattle, WA,98117
2239,24908,2016,SPS-District K-12,K-12 School,Salmon Bay K-8,Ballard,1931,1.0,3.0,117116,0,117116,K-12 School,K-12 School,117116.0,,,,,,83.0,48.90000153,69.69999695,5722325.5,0.0,1031648.0,4690677.0,0.0,256.31,2.19,,47.6763,-122.38051,1810 Nw 65Th St.,Seattle,WA,98117
2265,24909,2015,NonResidential,Worship Facility,First Lutheran Church Of Ballard,Ballard,1928,1.0,2.0,24120,0,24120,Worship Facility,Worship Facility,24120.0,,,,,,80.0,31.1,56.0,750854.0,0.0,269339.0,481526.0,0.0,27.45,1.09,, 47.67657891, -122.3824941, 2006 Nw 65Th St, Seattle, WA,98117
2240,24909,2016,NonResidential,Worship Facility,Ballard First Lutheran Church,Ballard,1928,1.0,2.0,24120,0,24120,Worship Facility,Worship Facility,24120.0,,,,,,66.0,37.0,68.69999695,893053.1875,0.0,344302.0,548751.0,0.0,31.54,1.31,,47.67628,-122.38238,2006 Nw 65Th Street,Seattle,WA,98117
2266,24911,2015,NonResidential,Worship Facility,Trinity Methodist Church,Ballard,1929,1.0,3.0,35736,0,35736,"Office, Worship Facility",Worship Facility,28970.0,Office,6766.0,,,,90.0,29.9,44.6,1068881.0,0.0,225543.0,843348.0,0.0,46.36,1.27,, 47.67644797, -122.3850033, 6510 23Rd Ave Nw, Seattle, WA,98117
2241,24911,2016,NonResidential,Worship Facility,Trinity United Methodist Church,Ballard,1929,1.0,3.0,35736,0,35736,"Office, Worship Facility",Worship Facility,28970.0,Office,6766.0,,,,88.0,32.09999847,46.20000076,1148202.25,0.0,213096.0,935106.0,0.0,51.15,1.43,,47.6764,-122.38502,6512 23Rd Avenue Nw,Seattle,WA,98117
2269,24943,2015,NonResidential,Non-Refrigerated Warehouse,A O Smith Corp,Greater Duwamish,1941,1.0,1.0,51050,0,51050,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,49500.0,,,,,,5.0,24.7,67.6,1224554.0,0.0,985438.0,239156.0,0.0,19.57,0.3,, 47.57282897, -122.335705, 60 S Spokane St, Seattle, WA,98134
2244,24943,2016,NonResidential,Warehouse,24943-60S-E,Greater Duwamish,1941,1.0,1.0,51050,0,51050,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,49500.0,,,,,,10.0,24.39999962,58.79999924,1206165.75,0.0,787054.0,419112.0,0.0,27.75,0.54,,47.57298,-122.33644,60 South Spokane Street,Seattle,WA,98134
2270,24948,2015,NonResidential,Retail Store,Bargreen-Ellingson Inc (Old Klineburger),Greater Duwamish,1954,1.0,2.0,21900,0,21900,,,,,,,,,39.0,50.8,116.8,1111487.0,0.0,665016.0,446498.0,0.0,28.35,1.16,, 47.57044824, -122.3347923, 3627 1St Ave S, Seattle, WA,98134
2245,24948,2016,NonResidential,Retail Store,(Id24948) Bargreen-Ellingson,Greater Duwamish,1954,1.0,2.0,21900,0,21900,Retail Store,Retail Store,21900.0,,,,,,40.0,59.5,117.1999969,1302192.875,0.0,574237.0,727956.0,0.0,42.66,1.95,,47.57044,-122.33475,3627 1St Ave S,Seattle,WA,98134
2271,24950,2015,NonResidential,Other,Centurylink: Coin Office,Greater Duwamish,1952,1.0,1.0,25460,0,25460,Other,Other,8223.0,,,,,,,111.4,349.7,915676.0,0.0,915714.0,0.0,0.0,6.38,0.1,, 47.58797986, -122.323064, 811 S Massachusetts St, Seattle, WA,98134
2019,24950,2016,NonResidential,Other,Coin,Greater Duwamish,1952,1.0,1.0,25460,0,25460,Other,Other,8223.0,,,,,,,101.5,318.7000122,834711.875,0.0,834712.0,0.0,0.0,5.82,0.23,,47.58754,-122.3224,811 S Massachusetts St,Seattle,WA,98134
2272,24955,2015,NonResidential,"Distribution Center
",Buffalo Industries Warehouse,Greater Duwamish,1952,1.0,1.0,65164,0,65164,Distribution Center,Distribution Center,65164.0,,,,,,98.0,4.2,10.3,276107.0,0.0,183767.0,92348.0,0.0,6.19,0.08,, 47.57228851, -122.33862305, 3430 E Marginal Way S, Seattle, WA,98134
2246,24955,2016,NonResidential,Distribution Center,3420/3430 E. Marginal Way Whse,Greater Duwamish,1952,1.0,1.0,16300,0,16300,Distribution Center,Distribution Center,65164.0,,,,,,100.0,2.299999952,6.900000095,150167.7969,0.0,138179.0,11989.0,0.0,1.6,0.1,,47.57227,-122.33843,3420/3430 E. Marginal Way,Seattle,WA,98134
